"name","plataform","userscore","userscore_reviews","userscore_cat","release","genre","genero_principal","exclusivo","tipo_score"
"Transistor","PlayStation 4",8.2,649,"ALTO",2014-05-20,"Role-Playing/Action RPG/Action RPG","Role-Playing",1,"userscore"
"The Yakuza Remastered Collection","PlayStation 4",7.5,22,"ALTO",2019-08-20,"Miscellaneous/Compilation","Miscellaneous",1,"userscore"
"Yoku's Island Express","PlayStation 4",7.5,29,"ALTO",2018-05-29,"Action/Pinball","Action",0,"userscore"
"Yakuza 6: The Song of Life","PlayStation 4",8.3,403,"ALTO",2018-04-17,"Action Adventure/Open-World","Action Adventure",1,"userscore"
"Metro Redux","PlayStation 4",8,763,"ALTO",2014-08-26,"Action/Miscellaneous/Shooter/Compilation/First-Person/Sci-Fi","Action",0,"userscore"
"The Swapper","PlayStation 4",7.6,214,"ALTO",2014-08-05,"Action/Platformer/2D","Action",1,"userscore"
"LEGO Marvel Super Heroes","PlayStation 4",7.7,352,"ALTO",2013-11-15,"Action Adventure/Fantasy/General/Fantasy/Open-World","Action Adventure",1,"userscore"
"No Man's Sky Beyond","PlayStation 4",8.3,147,"ALTO",2019-08-14,"Action Adventure/Open-World","Action Adventure",1,"userscore"
"Call of Duty: Advanced Warfare","PlayStation 4",5.7,1651,"MEDIO",2014-11-03,"Action/Shooter/First-Person/Modern/Arcade","Action",0,"userscore"
"Sayonara Wild Hearts","PlayStation 4",6.4,42,"MEDIO",2019-09-19,"Action/Rhythm/Music","Action",1,"userscore"
"MLB 14: The Show","PlayStation 4",7.6,212,"ALTO",2014-05-06,"Sports/Traditional/Team/Baseball/Sim/Sim","Sports",1,"userscore"
"Project CARS","PlayStation 4",6.6,430,"MEDIO",2015-05-12,"Driving/Racing/Simulation/General/Automobile","Driving",0,"userscore"
"FIFA 19","PlayStation 4",2,1167,"BAIXO",2018-09-25,"Sports/Team/Soccer/Sim","Sports",0,"userscore"
"Mortal Kombat X","PlayStation 4",7.8,1065,"ALTO",2015-04-14,"Action/Fighting/2D/3D","Action",0,"userscore"
"NBA 2K15","PlayStation 4",6.9,305,"MEDIO",2014-10-07,"Sports/Traditional/Team/Basketball/Sim","Sports",0,"userscore"
"Danganronpa 1-2 Reload","PlayStation 4",8.3,120,"ALTO",2017-03-14,"Miscellaneous/Compilation","Miscellaneous",1,"userscore"
"Madden NFL 16","PlayStation 4",5.7,197,"MEDIO",2015-08-25,"Sports/Team/Football/Sim","Sports",0,"userscore"
"Horizon Zero Dawn: The Frozen Wilds","PlayStation 4",7.9,698,"ALTO",2017-11-07,"Role-Playing/Action RPG","Role-Playing",1,"userscore"
"Detention","PlayStation 4",7.4,28,"MEDIO",2017-10-03,"Adventure/General","Adventure",1,"userscore"
"SUPERHOT","PlayStation 4",7.5,62,"ALTO",2017-07-21,"Action/Shooter/First-Person/Tactical","Action",0,"userscore"
"Street Fighter: 30th Anniversary Collection","PlayStation 4",7.1,69,"MEDIO",2018-05-29,"Miscellaneous/Compilation","Miscellaneous",0,"userscore"
"SteamWorld Heist","PlayStation 4",7.2,45,"MEDIO",2016-06-07,"Strategy/Turn-Based/General","Strategy",1,"userscore"
"Tales From The Borderlands: Episode 3 - Catch A Ride","PlayStation 4",7.3,81,"MEDIO",2015-06-23,"Adventure/General","Adventure",1,"userscore"
"Iconoclasts","PlayStation 4",6.9,61,"MEDIO",2018-01-23,"Action Adventure/Open-World","Action Adventure",1,"userscore"
"Assassin's Creed Odyssey","PlayStation 4",6.4,2819,"MEDIO",2018-10-02,"Action Adventure/Open-World","Action Adventure",0,"userscore"
"ZEN Pinball 2: The Walking Dead","PlayStation 4",6,19,"MEDIO",2014-08-26,"Action/Miscellaneous/Parlor/Pinball","Action",1,"userscore"
"Laser League","PlayStation 4",6.5,30,"MEDIO",2018-05-10,"Sports/Team/Futuristic","Sports",0,"userscore"
"Watch Dogs 2","PlayStation 4",7.6,1579,"ALTO",2016-11-15,"Action Adventure/Open-World","Action Adventure",0,"userscore"
"Hand of Fate 2","PlayStation 4",7.5,21,"ALTO",2017-11-07,"Miscellaneous/Board / Card Game","Miscellaneous",0,"userscore"
"FIFA 16","PlayStation 4",4.4,1002,"BAIXO",2015-09-22,"Sports/Team/Soccer/Sim","Sports",0,"userscore"
"Nuclear Throne","PlayStation 4",6.3,48,"MEDIO",2015-12-05,"General/Action/General/Shooter/Shoot-'Em-Up/Top-Down","General",1,"userscore"
"Wreckfest","PlayStation 4",7,138,"MEDIO",2019-08-27,"Racing/General/Arcade/Automobile","Racing",0,"userscore"
"Outer Wilds","PlayStation 4",7.5,128,"ALTO",2019-10-15,"Action Adventure/Open-World","Action Adventure",0,"userscore"
"Project CARS 2","PlayStation 4",6.1,190,"MEDIO",2017-09-22,"Racing/Simulation/Automobile","Racing",0,"userscore"
"The Pinball Arcade","PlayStation 4",6.8,84,"MEDIO",2013-12-17,"Action/Miscellaneous/Parlor/Pinball/Pinball","Action",1,"userscore"
"Borderlands: The Handsome Collection","PlayStation 4",7.8,557,"ALTO",2015-03-24,"Miscellaneous/Compilation","Miscellaneous",0,"userscore"
"Tom Clancy's The Division 2","PlayStation 4",6.2,1468,"MEDIO",2019-03-12,"First-Person/Action/Shooter/Third-Person/Tactical","First-Person",0,"userscore"
"Madden NFL 18","PlayStation 4",3.5,151,"BAIXO",2017-08-22,"Sports/Team/Football/Sim","Sports",0,"userscore"
"Madden NFL 17","PlayStation 4",4.2,154,"BAIXO",2016-08-23,"Sports/Team/Football/Sim","Sports",0,"userscore"
"F1 2016","PlayStation 4",7.9,126,"ALTO",2016-08-19,"Racing/Simulation/Automobile","Racing",0,"userscore"
"Destiny 2: Forsaken","PlayStation 4",6.4,290,"MEDIO",2018-09-04,"Action/Shooter/First-Person/Arcade","Action",0,"userscore"
"Yooka-Laylee and the Impossible Lair","PlayStation 4",7.1,95,"MEDIO",2019-10-08,"Action/Platformer/2D","Action",0,"userscore"
"N++","PlayStation 4",6.6,69,"MEDIO",2015-07-28,"Platformer/2D/Action/Platformer/2D","Platformer",0,"userscore"
"Pro Evolution Soccer 2015","PlayStation 4",7.1,404,"MEDIO",2014-11-11,"Action/General/Sports/Traditional/Team/Soccer/Sim","Action",0,"userscore"
"Dark Souls III: The Ringed City","PlayStation 4",8.3,233,"ALTO",2017-03-28,"Role-Playing/Action RPG","Role-Playing",1,"userscore"
"I Expect You To Die","PlayStation 4",7.6,56,"ALTO",2016-12-13,"Adventure/3D/First-Person","Adventure",1,"userscore"
"Sairento VR","PlayStation 4",6.5,24,"MEDIO",2019-07-10,"Action/Shooter/Light Gun","Action",1,"userscore"
"Galak-Z: The Dimensional","PlayStation 4",7.1,138,"MEDIO",2015-08-04,"General/Shooter/Scrolling/Scrolling/Action/Shooter/Shoot-'Em-Up/Vertical","General",1,"userscore"
"Sportsfriends","PlayStation 4",6.3,86,"MEDIO",2014-05-06,"Sports/Miscellaneous/General/Party/Party / Minigame","Sports",1,"userscore"
"Hitman 2","PlayStation 4",8.3,664,"ALTO",2018-11-09,"Action Adventure/General","Action Adventure",0,"userscore"
"Death Stranding","PlayStation 4",7.3,17038,"MEDIO",2019-11-08,"Action/General","Action",1,"userscore"
"Skullgirls: 2nd Encore","PlayStation 4",7.3,50,"MEDIO",2015-07-07,"Action/Fighting/2D","Action",1,"userscore"
"Invisible Inc. Console Edition","PlayStation 4",6.9,45,"MEDIO",2016-04-19,"General/Strategy/Turn-Based/Tactics","General",1,"userscore"
"Resident Evil 4","PlayStation 4",8.3,528,"ALTO",2016-08-30,"Action Adventure/Survival","Action Adventure",0,"userscore"
"Mortal Kombat 11","PlayStation 4",3.6,2030,"BAIXO",2019-04-23,"Action/Fighting/2D","Action",0,"userscore"
"Spyro Reignited Trilogy","PlayStation 4",8.1,757,"ALTO",2018-11-13,"Miscellaneous/Compilation","Miscellaneous",0,"userscore"
"Control","PlayStation 4",7.3,1575,"MEDIO",2019-08-27,"Action Adventure/General","Action Adventure",0,"userscore"
"eFootball PES 2020","PlayStation 4",7.6,959,"ALTO",2019-09-10,"Sports/Team/Soccer/Sim","Sports",0,"userscore"
"Dishonored: Death of the Outsider","PlayStation 4",7.1,181,"MEDIO",2017-09-15,"Action Adventure/General","Action Adventure",0,"userscore"
"Lovers in a Dangerous Spacetime","PlayStation 4",6.9,40,"MEDIO",2016-02-09,"Action/Shooter/Shoot-'Em-Up/Horizontal","Action",0,"userscore"
"GRIS","PlayStation 4",8,117,"ALTO",2019-11-26,"Action/Platformer/2D","Action",1,"userscore"
"Enter the Gungeon","PlayStation 4",7.7,120,"ALTO",2016-04-05,"Action/General/Shooter/Shoot-'Em-Up/Top-Down","Action",1,"userscore"
"Child of Light","PlayStation 4",8,606,"ALTO",2014-04-29,"Action/General/General/Role-Playing/General","Action",0,"userscore"
"The Last Guardian","PlayStation 4",7.9,2467,"ALTO",2016-12-06,"Fantasy/Fantasy/Action Adventure/Linear","Fantasy",1,"userscore"
"Sprint Vector","PlayStation 4",7.5,31,"ALTO",2018-02-13,"Racing/Arcade/Other","Racing",1,"userscore"
"The Legend of Heroes: Trails of Cold Steel III","PlayStation 4",8.7,177,"ALTO",2019-10-22,"Role-Playing/Japanese-Style","Role-Playing",1,"userscore"
"The Walking Dead: The Telltale Definitive Series","PlayStation 4",7.3,75,"MEDIO",2019-09-10,"Miscellaneous/Compilation","Miscellaneous",0,"userscore"
"MLB The Show 18","PlayStation 4",6.3,98,"MEDIO",2018-03-27,"Sports/Team/Baseball/Sim","Sports",1,"userscore"
"The Messenger","PlayStation 4",8,51,"ALTO",2019-03-19,"Action/Platformer/2D","Action",1,"userscore"
"NBA 2K19","PlayStation 4",2.7,442,"BAIXO",2018-09-07,"Sports/Team/Basketball/Arcade/Sim","Sports",0,"userscore"
"SteamWorld Dig","PlayStation 4",7.3,188,"MEDIO",2014-03-18,"Action/Action Adventure/General/Platformer/2D","Action",0,"userscore"
"Tekken 7","PlayStation 4",6.5,701,"MEDIO",2017-06-02,"Action/Fighting/3D","Action",0,"userscore"
"Mega Man 11","PlayStation 4",8.3,194,"ALTO",2018-10-02,"Action/Platformer/2D","Action",0,"userscore"
"Life is Strange 2: Episode 5 - Wolves","PlayStation 4",6.3,54,"MEDIO",2019-12-03,"Action Adventure/General","Action Adventure",1,"userscore"
"FIFA 15","PlayStation 4",5.7,1078,"MEDIO",2014-09-23,"Sports/Traditional/Team/Soccer/Sim","Sports",0,"userscore"
"PixelJunk Shooter Ultimate","PlayStation 4",7.2,156,"MEDIO",2014-06-03,"Action/Shooter/Scrolling/Shoot-'Em-Up/Vertical","Action",1,"userscore"
"ZEN Pinball 2","PlayStation 4",7,91,"MEDIO",2013-12-24,"Action/Miscellaneous/Parlor/Pinball","Action",1,"userscore"
"Burnout Paradise Remastered","PlayStation 4",6.9,153,"MEDIO",2018-03-16,"Racing/Arcade/Automobile","Racing",0,"userscore"
"A Plague Tale: Innocence","PlayStation 4",8.5,878,"ALTO",2019-05-14,"Action Adventure/General/Linear","Action Adventure",0,"userscore"
"The Elder Scrolls V: Skyrim Special Edition","PlayStation 4",7.5,807,"ALTO",2016-10-28,"Role-Playing/Western-Style","Role-Playing",0,"userscore"
"Metrico+","PlayStation 4",6.3,8,"MEDIO",2016-08-23,"Puzzle/Action","Puzzle",1,"userscore"
"Madden NFL 15","PlayStation 4",6,219,"MEDIO",2014-08-26,"Sports/Traditional/Team/Football/Sim","Sports",0,"userscore"
"Slime-san: Superslime Edition","PlayStation 4",6.5,13,"MEDIO",2018-06-26,"Action Adventure/Linear","Action Adventure",1,"userscore"
"Hellblade: Senua's Sacrifice","PlayStation 4",7.9,1252,"ALTO",2017-08-08,"Fantasy/Action Adventure/General","Fantasy",0,"userscore"
"Plants vs Zombies: Garden Warfare 2","PlayStation 4",7.7,221,"ALTO",2016-02-23,"General/Action/Shooter/Third-Person/Tactical","General",0,"userscore"
"Danganronpa V3: Killing Harmony","PlayStation 4",7.5,190,"ALTO",2017-09-26,"Action/General/Adventure/Visual Novel","Action",1,"userscore"
"Hitman - Episode 6: Hokkaido","PlayStation 4",6.9,23,"MEDIO",2016-10-31,"Action Adventure/General","Action Adventure",1,"userscore"
"Tearaway Unfolded","PlayStation 4",8,295,"ALTO",2015-09-08,"Action Adventure/Adventure/General/Fantasy","Action Adventure",1,"userscore"
"Trackmania Turbo","PlayStation 4",7.5,193,"ALTO",2016-03-22,"Racing/Arcade/Automobile","Racing",0,"userscore"
"Deus Ex: Mankind Divided - A Criminal Past","PlayStation 4",6.8,34,"MEDIO",2017-02-23,"Action Adventure/General","Action Adventure",1,"userscore"
"Life is Strange: Episode 3 - Chaos Theory","PlayStation 4",8.2,233,"ALTO",2015-05-19,"Action Adventure/General","Action Adventure",0,"userscore"
"Cities: Skylines - PlayStation 4 Edition","PlayStation 4",7.2,109,"MEDIO",2017-08-15,"Strategy/Management/Government","Strategy",1,"userscore"
"Overcooked! 2","PlayStation 4",8.1,78,"ALTO",2018-08-07,"Action/Arcade","Action",0,"userscore"
"Skylanders SuperChargers","PlayStation 4",3.6,34,"BAIXO",2015-09-20,"Action/Platformer/3D","Action",0,"userscore"
"Life is Strange: Episode 5 - Polarized","PlayStation 4",8.3,276,"ALTO",2015-10-20,"Action Adventure/General","Action Adventure",0,"userscore"
"Helldivers","PlayStation 4",8,482,"ALTO",2015-03-03,"Shooter/Sci-Fi/Sci-Fi/Action/Shooter/Third-Person/Shoot-'Em-Up/Arcade/Top-Down","Shooter",1,"userscore"
"Brothers: A Tale of Two Sons","PlayStation 4",8,181,"ALTO",2015-08-11,"Action Adventure/Linear","Action Adventure",1,"userscore"
"Broken Age","PlayStation 4",7.2,201,"MEDIO",2015-04-28,"Third-Person/3D/Adventure/Point-and-Click","Third-Person",1,"userscore"
"Life is Strange: Episode 4 - Dark Room","PlayStation 4",8.4,273,"ALTO",2015-07-28,"Action Adventure/General","Action Adventure",0,"userscore"
"Samurai Shodown","PlayStation 4",7.8,74,"ALTO",2019-06-25,"Action/Fighting/2D","Action",0,"userscore"
"Children of Zodiarcs","PlayStation 4",5.7,17,"MEDIO",2017-07-18,"Role-Playing/Japanese-Style","Role-Playing",1,"userscore"
"Shantae: Half-Genie Hero","PlayStation 4",7.5,102,"ALTO",2016-12-20,"Action/Platformer/Platformer/2D/2D","Action",1,"userscore"
"Life is Strange 2: Episode 1 - Roads","PlayStation 4",6.3,165,"MEDIO",2018-09-27,"Action Adventure/General","Action Adventure",0,"userscore"
"Catherine: Full Body","PlayStation 4",7.9,182,"ALTO",2019-09-03,"Action Adventure/Survival","Action Adventure",1,"userscore"
"Timespinner","PlayStation 4",5.8,23,"MEDIO",2018-09-25,"Action/Platformer/2D","Action",1,"userscore"
"Final Fantasy XV","PlayStation 4",7.6,4518,"ALTO",2016-11-29,"Action RPG/Role-Playing/Action RPG","Action RPG",0,"userscore"
"Assassin's Creed Origins","PlayStation 4",7.2,2686,"MEDIO",2017-10-27,"Action Adventure/Open-World","Action Adventure",0,"userscore"
"Minit","PlayStation 4",6.8,24,"MEDIO",2018-04-03,"Adventure/General","Adventure",0,"userscore"
"Tales From The Borderlands: Episode 2 - Atlas Mugged","PlayStation 4",7.4,72,"MEDIO",2015-03-17,"Adventure/General","Adventure",1,"userscore"
"Star Wars Pinball: The Force Awakens","PlayStation 4",4.8,15,"BAIXO",2016-01-12,"Action/Pinball","Action",1,"userscore"
"Moonlighter","PlayStation 4",7.3,92,"MEDIO",2018-05-29,"Role-Playing/Action RPG","Role-Playing",0,"userscore"
"Far Cry 5","PlayStation 4",6.7,1772,"MEDIO",2018-03-27,"Action/Shooter/First-Person/Arcade","Action",0,"userscore"
"The Vanishing of Ethan Carter","PlayStation 4",7.4,178,"MEDIO",2015-07-14,"Miscellaneous/General/Adventure/3D/First-Person","Miscellaneous",0,"userscore"
"Sine Mora EX","PlayStation 4",7.2,19,"MEDIO",2017-08-08,"Action/Shooter/Shoot-'Em-Up/Horizontal","Action",0,"userscore"
"Tales of Vesperia: Definitive Edition","PlayStation 4",7.4,113,"MEDIO",2019-01-11,"Role-Playing/Action RPG","Role-Playing",0,"userscore"
"Baldur's Gate and Baldur's Gate II: Enhanced Editions","PlayStation 4",5.5,22,"MEDIO",2019-10-15,"Miscellaneous/Compilation","Miscellaneous",1,"userscore"
"Steins;Gate 0","PlayStation 4",8.1,85,"ALTO",2016-11-29,"Adventure/Visual Novel","Adventure",1,"userscore"
"Redout","PlayStation 4",7.5,30,"ALTO",2017-08-29,"Racing/Arcade/Futuristic","Racing",0,"userscore"
"Call of Duty: Black Ops III","PlayStation 4",4.9,2470,"BAIXO",2015-11-06,"Action/Shooter/First-Person/Arcade","Action",0,"userscore"
"L.A. Noire: The VR Case Files","PlayStation 4",7.1,13,"MEDIO",2019-09-24,"Adventure/3D/First-Person","Adventure",1,"userscore"
"God of War III Remastered","PlayStation 4",8.2,1144,"ALTO",2015-07-14,"Action Adventure/Linear","Action Adventure",1,"userscore"
"Darksiders: Warmastered Edition","PlayStation 4",7.7,146,"ALTO",2016-11-22,"Action Adventure/Open-World","Action Adventure",0,"userscore"
"Final Fantasy VIII Remastered","PlayStation 4",7,151,"MEDIO",2019-09-03,"Role-Playing/Japanese-Style","Role-Playing",1,"userscore"
"Disgaea 5: Alliance of Vengeance","PlayStation 4",8.2,205,"ALTO",2015-10-06,"Fantasy/Strategy/Turn-Based/Tactics","Fantasy",1,"userscore"
"Watch Dogs","PlayStation 4",6.4,3422,"MEDIO",2014-05-27,"Modern/Action Adventure/General/Modern/Open-World","Modern",0,"userscore"
"Five Nights at Freddy's VR: Help Wanted","PlayStation 4",7.9,75,"ALTO",2019-05-28,"Action Adventure/Survival","Action Adventure",1,"userscore"
"NBA 2K18","PlayStation 4",1.7,721,"BAIXO",2017-09-15,"Arcade/Sports/Team/Basketball/Sim","Arcade",0,"userscore"
"Subnautica","PlayStation 4",7.4,109,"MEDIO",2018-12-04,"Adventure/General","Adventure",0,"userscore"
"Disney Infinity 3.0 Edition","PlayStation 4",6,84,"MEDIO",2015-08-30,"Action Adventure/General","Action Adventure",0,"userscore"
"BlazBlue: Chrono Phantasma Extend","PlayStation 4",7.6,53,"ALTO",2015-06-30,"Action/Fighting/2D","Action",1,"userscore"
"Pix the Cat","PlayStation 4",6,94,"MEDIO",2014-10-07,"Action/General/Arcade","Action",1,"userscore"
"Yakuza Kiwami","PlayStation 4",7.9,485,"ALTO",2017-08-29,"Action Adventure/Open-World","Action Adventure",1,"userscore"
"Blood & Truth","PlayStation 4",8,241,"ALTO",2019-05-28,"Action/Shooter/Light Gun","Action",1,"userscore"
"Torchlight II","PlayStation 4",4.6,30,"BAIXO",2019-09-03,"Role-Playing/Action RPG","Role-Playing",0,"userscore"
"Dariusburst: Chronicle Saviours","PlayStation 4",7.1,26,"MEDIO",2015-12-02,"Action/Shooter/Shoot-'Em-Up/Horizontal","Action",1,"userscore"
"Injustice: Gods Among Us - Ultimate Edition","PlayStation 4",7.1,533,"MEDIO",2013-11-12,"Action/Fighting/Fighting/2D/2D","Action",1,"userscore"
"Call of Duty: Modern Warfare","PlayStation 4",3.4,9210,"BAIXO",2019-10-25,"Action/Shooter/First-Person/Arcade","Action",0,"userscore"
"Ghost Giant","PlayStation 4",7.1,40,"MEDIO",2019-04-16,"Adventure/General","Adventure",1,"userscore"
"Life is Strange: Before the Storm - Farewell","PlayStation 4",7.7,88,"ALTO",2018-03-05,"Action Adventure/General","Action Adventure",1,"userscore"
"Mega Man X Legacy Collection 1 + 2","PlayStation 4",8.6,106,"ALTO",2018-07-24,"Miscellaneous/Compilation","Miscellaneous",1,"userscore"
"LEGO Dimensions","PlayStation 4",7.1,81,"MEDIO",2015-09-27,"Action Adventure/General","Action Adventure",0,"userscore"
"Thronebreaker: The Witcher Tales","PlayStation 4",7.5,93,"ALTO",2018-12-04,"Role-Playing/Action RPG/Strategy/Turn-Based/Card Battle","Role-Playing",0,"userscore"
"Phoenix Wright: Ace Attorney Trilogy","PlayStation 4",7.6,45,"ALTO",2019-04-09,"Miscellaneous/Compilation","Miscellaneous",0,"userscore"
"Valfaris","PlayStation 4",6.3,25,"MEDIO",2019-11-05,"Action/Platformer/2D","Action",0,"userscore"
"The Walking Dead: The Telltale Series - A New Frontier Episode 1: Ties That Bind Part One","PlayStation 4",6.9,56,"MEDIO",2016-12-20,"Action/General/Adventure/Point-and-Click","Action",0,"userscore"
"Prison Architect","PlayStation 4",6.9,37,"MEDIO",2016-06-28,"Strategy/General/Management/Business / Tycoon","Strategy",0,"userscore"
"Metro Exodus","PlayStation 4",7.1,1390,"MEDIO",2019-02-15,"Action/Shooter/First-Person/Arcade","Action",0,"userscore"
"Dishonored: Definitive Edition","PlayStation 4",7.5,313,"ALTO",2015-08-25,"Action Adventure/General","Action Adventure",0,"userscore"
"Ace Combat 7: Skies Unknown","PlayStation 4",8,331,"ALTO",2019-01-18,"Simulation/Flight/Combat","Simulation",0,"userscore"
"MLB 15: The Show","PlayStation 4",7.7,198,"ALTO",2015-03-31,"Traditional/Sports/Team/Baseball/Sim","Traditional",1,"userscore"
"RiME","PlayStation 4",7.8,317,"ALTO",2017-05-26,"General/Action/Adventure/General/3D/Third-Person","General",0,"userscore"
"Trine 4: The Nightmare Prince","PlayStation 4",7.1,37,"MEDIO",2019-10-08,"Action/Platformer/2D","Action",0,"userscore"
"Crash Bandicoot N. Sane Trilogy","PlayStation 4",8.4,1197,"ALTO",2017-06-30,"Miscellaneous/Compilation","Miscellaneous",0,"userscore"
"Dauntless","PlayStation 4",3.9,119,"BAIXO",2019-05-21,"Role-Playing/Action RPG","Role-Playing",0,"userscore"
"Octahedron","PlayStation 4",6.8,10,"MEDIO",2018-03-20,"Action/Platformer/2D","Action",1,"userscore"
"Tales From The Borderlands: Episode 1 - Zer0 Sum","PlayStation 4",7.8,164,"ALTO",2014-11-25,"Miscellaneous/General/Adventure/General","Miscellaneous",0,"userscore"
"Hyper Light Drifter","PlayStation 4",7.7,84,"ALTO",2016-07-26,"Role-Playing/Action RPG","Role-Playing",0,"userscore"
"Gravity Rush 2","PlayStation 4",8.1,590,"ALTO",2017-01-20,"Action/Action Adventure/Platformer/Open-World/3D","Action",1,"userscore"
"NHL 19","PlayStation 4",5.2,113,"MEDIO",2018-09-14,"Sports/Team/Ice Hockey/Sim","Sports",0,"userscore"
"Score Rush Extended","PlayStation 4",7.2,25,"MEDIO",2016-05-31,"Action/Shooter/Shoot-'Em-Up/Top-Down","Action",1,"userscore"
